Jogo;Dia;Hora;Prova;SÉrie;Equipas;Pavilhão;1º Árbitro;2º Árbitro;JL;JL2
2621;02/04/2023;15:00;CNFINF;D;SCP - CFB;EB FERNANDO PESSOA;PEDRO MOUTA;;;
2500;02/04/2023;15:00;CNFINI;D;LVC - CVO;PAV. PROF. TEOTÓNIO LIMA;RICARDO MADEIRA;;;
1615;02/04/2023;17:00;CNJF;C;LVC - ACA;PAV. PROF. TEOTÓNIO LIMA;RICARDO MADEIRA;;;
1354;02/04/2023;11:00;TAP JUNIOR;B;CVL - CPA;ESC. SEC. CAMILO CASTELO BRANCO;RODRIGO ANDRADE;;;
1902;02/04/2023;15:00;TAP INIC;D;AVP - GDS;PAV. MUN. JOÃO DOS SANTOS;SAMUEL PATRÃO;;;
1295;02/04/2023;17:00;CNSMIII;TF;AVP - FVC;PAV. MUN. JOÃO DOS SANTOS;SAMUEL PATRÃO;;;
2499;02/04/2023;17:00;CNFINI;D;CNG - SV;COMPLEXO CNG;SANDRA BENTES;;;
886;02/04/2023;19:00;CNJBM;ÚNICA;CN_GINÁSTICA - SINTRA_V;COMPLEXO CNG;SANDRA BENTES;;;
2084;02/04/2023;15:00;NSFII;U;CFBELEN - ALA ALV;PAV. ACACIO ROSA- RESTELO;SERGIO PEREIRA;MARIA FERREIRA;;
1737;15/04/2023;15:00;CNJM;C;CNG - ESTRELA STO ANDRÉ;COMPLEXO CNG;ANDRÉ CARVALHO;;;
2373;15/04/2023;17:00;CNMINI;C;CNG - SCC;COMPLEXO CNG;ANDRÉ CARVALHO;;;
1148;15/04/2023;17:00;CNJBF;2ªF - SP;CSJ_BRITO - GDC_GUEIFAES;COL. SÃO JOÃO DE BRITO;ANDRÉ CORREIA;;;
1766;15/04/2023;15:00;CNJM;D;VCS - HNV;PAV. MUN. ARANGUÊS;CARLOS SILVA;;;
1362;15/04/2023;17:30;NSMIII;PS;VC_SETU - AV_ATLA;PAV. MUN. ARANGUÊS;CARLOS SILVA;;;
1259;15/04/2023;15:00;CNJBF;2ªF - SU;ODIVELAS_SC - AD_MARISTA;ESC. SEC. BRAAMCAMP FREIRE;CAROLINA TAVARES;;;
1900;15/04/2023;10:30;TAP INIF;D;GDS - CSJB;PAV. MUNICIPAL DE SAMPAIO;CATARINA PEREIRA;;;
1767;15/04/2023;12:30;TAP INF;C;GDS - VCS;PAV. MUNICIPAL DE SAMPAIO;CATARINA PEREIRA;;;
1258;15/04/2023;17:00;CNJBF;2ªF - SU;GC_PORTUGUÊS - SPORTING_CP;LICEU PEDRO NUNES;CATARINA RODRIGUES;;;
1533;15/04/2023;17:00;NSMII;U;C VOLEI - GDCGUEI;ESC.B.I. SOPHIA MELLO BREYNER;DANIEL FERNANDES;GONÇALO MONTEIRO;;
893;15/04/2023;19:00;CNJBM;ÚNICA;SINTRA_V - AM_NOGUEIRA;ESC. ALTO DOS MOINHOS - TERRUGEM;GABRIELA RODRIGUES;;;
1775;15/04/2023;15:00;TAP INF;D;GDSC - MT;PAV. GUILHERME PINTO BASTO;GABRIELA SANTOS;;;
2192;15/04/2023;15:00;CNMCAD;D;CVO - GBV;PAV. MUN. SÃO JULIÃO DA BARRA;GONÇALO RAMOS;;;
1884;15/04/2023;16:00;CNJUVF;D;MT - MVC;ESC. SEC. MADEIRA TORRES;HENRIQUE LOPES;;;
2304;15/04/2023;11:00;CNFCAD;D;AVA - CRP;COL. ATLÂNTICO;INÊS MIGUEL;;;
2624;15/04/2023;11:00;CNFINF;D;CVO - SCP;PAV. MUN. SÃO JULIÃO DA BARRA;INÊS PEREIRA;;;
2502;15/04/2023;13:00;CNFINI;D;CVO - SCP;PAV. MUN. SÃO JULIÃO DA BARRA;INÊS PEREIRA;;;
2191;15/04/2023;17:00;CNMCAD;D;SCT - AVA;PAV. SC TORRES;ION ANDRUSENCO;;;
1686;15/04/2023;11:00;TAP CAD;A;CNG - AVA;COMPLEXO CNG;MADALENA PAIS;;;
1364;15/04/2023;17:30;NSMIII;PS;FAMOES - JUVE SC;PAV. MUN. SUSANA BARROSO;MARIA FERREIRA;;;
2087;15/04/2023;15:00;NSFII;U;LUSOFVC - SMAMEDE;PAV. PROF.TEOTONIO LIMA;MICHELLE FERREIRA;ALEXANDRE RIBEIRO;;
1146;15/04/2023;15:00;CNJBF;2ªF - SP;CF_BELENENSES - SC_BRAGA;PAV. MIRAFLORES;NICOLE SOUSA;;;
1854;15/04/2023;16:00;CNJUVF;C;SCP - JAC;MULTIDESPORTIVO SCP;RICARDO MADEIRA;;;
1767;15/04/2023;18:00;CNJM;D;SCP - QUARTEIRA;MULTIDESPORTIVO SCP;RICARDO MADEIRA;;;
2603;15/04/2023;17:00;CNFINF;C;CPA - SOM;COL. PEDRO ARRUPE;RODRIGO ANDRADE;;;
1257;15/04/2023;17:00;CNJBF;2ªF - SU;FAMÕES_CA - CR_PIEDENSE;PAV. MOINHOS DA ARROJA;RUI CASTANHEIRA;;;
1855;15/04/2023;18:30;CNJUVF;C;SLB - V4A;EST. UNIVERSITÁRIO - PAV 1;SAMUEL PATRÃO;;;
1520;15/04/2023;17:00;NSMII;P;OEIRAS - RUINAS;PAV. MUN. SÃO JULIÃO DA BARRA;SERGIO PEREIRA;JORGE REIS;;
2092;16/04/2023;15:00;NSFII;U;CRPIEDE - CNGINAS;PAV. C.R. PIEDENSE;ALEXANDRE RIBEIRO;MICHELLE FERREIRA;;
2372;16/04/2023;12:00;CNMINI;C;SLB - CVO;EST. UNIVERSITÁRIO - PAV 1;ANDRÉ CARVALHO;;;
1365;16/04/2023;17:00;NSMIII;PS;FAMOES - SAOF_AD;PAV. MUN. SUSANA BARROSO;CARLOS SILVA;;;
2501;16/04/2023;15:00;CNFINI;D;SV - LVC;ESC. ALTO DOS MOINHOS - TERRUGEM;CARLOTA BRAGA;;;
1353;16/04/2023;11:30;TAP JUNIOR;B;FCA B - CNG;ESC. SEC. BRAAMCAMP FREIRE;CAROLINA TAVARES;;;
2623;16/04/2023;17:00;CNFINF;D;CFB - LOUSÃ_VC;PAV. ACÁCIO ROSA - RESTELO;DANIEL BORGA;;;
2604;16/04/2023;11:00;CNFINF;C;ADM - LVC;EXT. MARISTAS DE LISBOA;DANIEL FONSECA;;;
1616;16/04/2023;17:00;CNJF;C;SLB - LVC;ESC. GENERAL HUMBERTO DELGADO;GABRIELA RODRIGUES;;;
2622;16/04/2023;19:30;CNFINF;D;SLB - CVO;ESC. GENERAL HUMBERTO DELGADO;GABRIELA RODRIGUES;;;
2094;16/04/2023;15:00;NSFII;U;LUSOFVC - STTIRSO;PAV. PROF.TEOTONIO LIMA;GONÇALO MONTEIRO;MARIA FERREIRA;;
1987;16/04/2023;11:00;CNJUVM;D;AVA - CVL;COL. ATLÂNTICO;GONÇALO RAMOS;;;
1708;16/04/2023;15:00;TAP CAD;B;SCT - RCS;PAV. SC TORRES;HENRIQUE LOPES;;;
1688;16/04/2023;11:00;TAP CAD;A;GDSC - VCS;PAV. GUILHERME PINTO BASTO;INÊS MIGUEL;;;
2482;16/04/2023;09:30;CNFINI;C;CSJB - CRP;COL. SÃO JOÃO DE BRITO;INÊS PEREIRA;;;
892;16/04/2023;15:00;CNJBM;ÚNICA;ODIVELAS_SC - CN_GINÁSTICA;ESC. SEC. BRAAMCAMP FREIRE;ION ANDRUSENCO;;;
2091;16/04/2023;15:00;NSFII;U;CFBELEN - SMAMEDE;PAV. ACACIO ROSA - RESTELO;JORGE REIS;ANDRÉ CORREIA;;
1687;16/04/2023;17:00;TAP CAD;A;SL - AMN;SALESIANOS DE LISBOA;MARIA JOÃO;;;
2682;16/04/2023;12:00;CNMINF;C;SLB - GBV;ESC. GENERAL HUMBERTO DELGADO;MARIANA CASTRO;;;
2174;16/04/2023;15:00;CNMCAD;C;SLB - SCP;ESC. GENERAL HUMBERTO DELGADO;MARIANA CASTRO;;;
2481;16/04/2023;17:30;CNFINI;C;CFB - SLB;EST. UNIVERSITÁRIO - PAV 1;MARTA PAULA;;;
1260;16/04/2023;17:00;CNJBF;2ªF - SU;FILIPA_LENC - SO_MARINHENSE;ESC. FILIPA LENCASTRE;MATILDE MARANHA;;;
894;16/04/2023;19:00;CNJBM;ÚNICA;CD_ALVERCA V - FAMOES_CA;ESC. SEC. GAGO COUTINHO;PAULO DUQUE;;;
2274;16/04/2023;15:00;CNFCAD;C;MTBA - LVC;PAV. MTBA;PAULO DUQUE;;;
895;16/04/2023;18:00;CNJBM;ÚNICA;CP_ARRUPE - SC_CALDAS;COL. PEDRO ARRUPE;PEDRO MATOS;SÉRGIO PEREIRA;;
891;16/04/2023;18:00;CNJBM;ÚNICA;SPORTING_CP - MTBA;MULTIDESPORTIVO SCP;PEDRO MOUTA;;;
2371;16/04/2023;16:00;CNMINI;C;SCP - FVC;EB. FERNANDO PESSOA;RICARDO MADEIRA;;;
1710;16/04/2023;11:00;TAP CAD;B;CVL - EFL;ESC. SEC. CAMILO CASTELO BRANCO;RODRIGO ANDRADE;;;
1968;16/04/2023;19:00;CNJUVM;C;OSC - CNG;ESC. SEC. BRAAMCAMP FREIRE;RUI CASTANHEIRA;;;
2828;16/04/2023;18:00;NSFI-Elite-AC;#3;SCPORT. / AJMOREI;PAV. JOAO ROCHA - LISBOA;RUI REIS;PEDRO PINTO;NICOLE SOUSA;CATARINA RODRIGUES;
1646;16/04/2023;17:00;CNJF;D;SV - MT;ESC. ALTO DOS MOINHOS - TERRUGEM;SANDRA DEVEZA;;;
1480;16/04/2023;16:00;NSFIII;PS;CARRUPE - O.S.C.;COL. PEDRO ARRUPE;SÉRGIO PEREIRA;;;
1370;22/04/2023;17:30;NSMIII;PS;VC_SETU - FAMOES;PAV. MUN. ARANGUÊS;ANDRÉ CORREIA;;;
1774;22/04/2023;15:00;TAP INF;C;BR - SCP;ESC. SEC. REYNALDO DOS SANTOS;CARLA VENTURA;;;
1740;22/04/2023;17:00;CNJM;C;CVO - CNG;PAV. MUN. SÃO JULIÃO DA BARRA;CARLOS SILVA;;;
2683;22/04/2023;19:00;CNMINF;C;CVO - SLB;PAV. MUN. SÃO JULIÃO DA BARRA;CARLOS SILVA;;;
2308;22/04/2023;12:00;CNFCAD;D;CRP - ACA;PAV. CR PIEDENSE;CARLOTA BRAGA;;;
1885;22/04/2023;12:00;TAP INIC;B;CFB B - SCP;PAV. ACÁCIO ROSA - RESTELO;GONÇALO RAMOS;;;
1887;22/04/2023;17:00;CNJUVF;D;MT - ACA;ESC. SEC. MADEIRA TORRES;HENRIQUE LOPES;;;
1773;22/04/2023;15:00;TAP INF;C;GDS - CDAV;PAV. MUN. SAMPAIO;INÊS MIGUEL;;;
1905;22/04/2023;17:00;TAP INIC;D;GDS - OSC A;PAV. MUN. SAMPAIO;INÊS MIGUEL;;;
1358;22/04/2023;15:00;TAP JUNIOR;B;SCT - TCA;PAV. SC TORRES;INÊS PEREIRA;;;
1482;22/04/2023;15:00;NSFIII;PS;CSALES - JUVE SC;PAV.COLÉGIO SALESIANOS -LISBOA;JORGE REIS;;;
2617;22/04/2023;11:00;CNFINF;D;CVO - CFB;PAV. MUN. SÃO JULIÃO DA BARRA;MADALENA PAIS;;;
2279;22/04/2023;15:00;CNFCAD;C;CVO - SOM;PAV. MUN. SÃO JULIÃO DA BARRA;MADALENA PAIS;;;
1770;22/04/2023;17:00;CNJM;D;HNV - SCP;ESC. SÃO GONÇALO;MARIA FERREIRA;;;
1418;22/04/2023;14:00;TAP JUVENIS;C;ADM B - AMN;EXT. MARISTAS DE LISBOA;MARIA JOÃO;;;
2375;22/04/2023;15:00;CNMINI;C;SLB - SCC;ESC. GENERAL HUMBERTO DELGADO;MARIANA CASTRO;;;
1858;22/04/2023;18:00;CNJUVF;C;V4A - JAC;ESC. SEC. CASCAIS;MARTA RALHA;;;
2845;22/04/2023;16:00;NSMI;#4;SCPORT. - LEIXOES;PAV. JOÃO ROCHA - LISBOA;MICHELLE FERREIRA;ALEXANDRE RIBEIRO;HUGO CRUZ;SAMUEL PATRÃO;
2503;22/04/2023;15:00;CNFINI;D;CNG - LVC;COMPLEXO CNG;NICOLE SOUSA;;;
1771;22/04/2023;17:00;CNJM;D;OSC - QUARTEIRA;PAV. MUN. SUSANA BARROSO;PAULO DUQUE;;;
1886;22/04/2023;11:00;CNJUVF;D;SV - SE;EB2/3 ALTO DOS MOINHOS - TERRUGEM;PEDRO MOUTA;;;
2504;22/04/2023;15:00;CNFINI;D;SV - SCP;EB2/3 ALTO DOS MOINHOS - TERRUGEM;PEDRO MOUTA;;;
2840;22/04/2023;20:30;NSMI;#3;SLBENFI - AJFB;PAV. Nº2 - ESTÁDIO SLB;RAQUEL PORTELA;RUI REIS;SAMUEL PATRÃO;CATARINA RODRIGUES;
1621;22/04/2023;15:00;CNJF;C;SCP - AVA;MULTIDESPORTIVO SCP;RICARDO MADEIRA;;;
1894;22/04/2023;16:30;TAP INIC;C;CPA - EP;COL. PEDRO ARRUPE;RODRIGO ANDRADE;;;
1356;22/04/2023;19:00;TAP JUNIOR;B;CPA - FCA B;COL. PEDRO ARRUPE;RODRIGO ANDRADE;;;
2684;22/04/2023;15:00;CNMINF;C;GBV - SCP;ESC. SEC. GAMA BARROS;SANDRA BENTES;;;
2376;22/04/2023;12:00;CNMINI;C;SCP - CNG;MULTIDESPORTIVO SCP;SANDRA BENTES;;;
2826;22/04/2023;18:00;NSFI;#11;SLBENFI - VITO SC;COMPLEXO CNG;SERGIO PEREIRA;DANIEL FERNANDES;ION ANDRUSENCO;NICOLE SOUSA;
2792;23/04/2023;15:00;CNMJUNB1;SU;SLB - CVO;EST. UNIVERSITÁRIO - PAV 1;ALEXANDRE RIBEIRO;;;
1856;23/04/2023;15:00;CNJUVF;C;CSJB - SLB;COL. SÃO JOÃO DE BRITO;ANDRÉ CARVALHO;;;
2277;23/04/2023;17:00;CNFCAD;C;CSJB - MTBA;COL. SÃO JOÃO DE BRITO;ANDRÉ CARVALHO;;;
1744;23/04/2023;15:00;TAP INF;A;CNG B - CDMC;COMPLEXO CNG;ANDRÉ CORREIA;;;
1789;23/04/2023;10:30;TAP INF;D;CDAV B - FCA A;ESC. SEC. GAGO COUTINHO;CARLA VENTURA;;;
1484;23/04/2023;17:00;NSFIII;PS;O.S.C. - AV_ATLA;ESC. SEC. BRAAMCAAMP FREIRE;CARLOS SILVA;;;
1692;23/04/2023;11:00;TAP CAD;A;CRP - VCS;PAV. CR PIEDENSE;CARLOTA BRAGA;;;
1857;23/04/2023;16:00;CNJUVF;C;SCP - SCC;MULTIDESPORTIVO SCP;CAROLINA TAVARES;;;
1753;23/04/2023;15:00;TAP INF;B;CRP - V4A;PAV. CR PIEDENSE;CATARINA RODRIGUES;;;
1925;23/04/2023;17:00;TAP INIC;F;CRP - CDMC;PAV. CR PIEDENSE;CATARINA RODRIGUES;;;
2626;23/04/2023;11:30;CNFINF;D;SCP - SLB;MULTIDESPORTIVO SCP;DANIEL FONSECA;;;
2307;23/04/2023;14:00;CNFCAD;D;SCP - AVA;MULTIDESPORTIVO SCP;DANIEL FONSECA;;;
1691;23/04/2023;13:00;TAP CAD;A;AMN - GDSC;ESC. SEC. DANIEL SAMPAIO;DIOGO SILVA;;;
1969;23/04/2023;15:00;CNJUVM;C;AMN - OSC;ESC. SEC. DANIEL SAMPAIO;DIOGO SILVA;;;
2606;23/04/2023;11:00;CNFINF;C;LVC - MT;PAV. PROF. TEOTÓNIO LIMA;GABRIELA RODRIGUES;;;
1787;23/04/2023;11:00;TAP INF;D;MT - LV;ESC. SEC. MADEIRA TORRES;HENRIQUE LOPES;;;
1650;23/04/2023;17:00;CNJF;D;MT - CDAV;ESC. SEC. MADEIRA TORRES;HENRIQUE LOPES;;;
2484;23/04/2023;12:00;CNFINI;C;CFB - CRP;PAV. ACÁCIO ROSA - RESTELO;HUGO CRUZ;;;
2169;23/04/2023;17:00;CNMCAD;C;VCS - SCP;PAV. MUN. ARANGUÊS;ION ANDRUSENCO;;;
1884;23/04/2023;10:00;TAP INIC;B;ADM B - SL;EXT. MARISTAS DE LISBOA;MADALENA PAIS;;;
1914;23/04/2023;12:00;TAP INIC;E;ADM A - CDAV;EXT. MARISTAS DE LISBOA;MADALENA PAIS;;;
2483;23/04/2023;16:00;CNFINI;C;EP - SLB;COL. AMOR DE DEUS;MARGARIDA FORMIGA;;;
2095;23/04/2023;17:00;NSFII;U;CNGINAS - SMAMEDE;COMPLEXO CNG;MARIA FERREIRA;ANDRÉ CORREIA;;
1904;23/04/2023;10:00;TAP INIC;D;CSJB - AVP;PAV. DESP. PADRE AFONSO HERÉDIA;MARIA JOÃO;;;
1895;23/04/2023;11:00;TAP INIC;C;GDSC - CFB A;PAV. GUILHERME PINTO BASTO;MARTA RALHA;;;
2096;23/04/2023;15:00;NSFII;U;CFBELEN - LUSOFVC;PAV. ACACIO ROSA- RESTELO;MICHELLE FERREIRA;JORGE REIS;;
1651;23/04/2023;17:00;CNJF;D;LV - CSJB;ESC. PEDRO EANES LOBATO;NICOLE SOUSA;;;
1802;23/04/2023;11:00;TAP INF;E;CNG A - CSJB A;COMPLEXO CNG;PAULO DUQUE;;;
1713;23/04/2023;11:30;TAP CAD;B;OSC - CVL;ESC. SEC. BRAAMCAAMP FREIRE;PEDRO MOUTA;;;
2846;23/04/2023;16:00;NSMI;#4;SCPORT. - LEIXOES;PAV. JOÃO ROCHA - LISBOA;RAQUEL PORTELA;SERGIO PEREIRA;NICOLE SOUSA;CATARINA RODRIGUES;
2278;23/04/2023;15:00;CNFCAD;C;LVC - VIV_ALMA;PAV. PROF. TEOTÓNIO LIMA;RICARDO MADEIRA;;;
1620;23/04/2023;17:00;CNJF;C;LVC - ADM;PAV. PROF. TEOTÓNIO LIMA;RICARDO MADEIRA;;;
1803;23/04/2023;11:00;TAP INF;E;CVL - EFL;ESC. SEC. CAMILO CASTELO BRANCO;RODRIGO ANDRADE;;;
2827;23/04/2023;18:15;NSFI;#11;SLBENFI - VITO SC;PAV. Nº2 - ESTÁDIO SLB;RUI REIS;ALEXANDRE RIBEIRO;ANDRÉ CARVALHO;RICARDO MADEIRA;
1743;23/04/2023;15:00;TAP INF;A;AVA - SV;COL. ATLÂNTICO;SAMUEL PATRÃO;;;
1690;23/04/2023;17:00;TAP CAD;A;AVA - SL;COL. ATLÂNTICO;SAMUEL PATRÃO;;;
1357;23/04/2023;15:00;TAP JUNIOR;B;EFL - CVL;ESC. FILIPA LENCASTRE;SANDRA BENTES;;;
1875;23/04/2023;17:00;TAP INIC;A;EFL B - SV;ESC. FILIPA LENCASTRE;SANDRA BENTES;;;
2856;28/04/2023;18:00;CNMJUN;FF;CN_GINÁSTICA - CD_MARIENSES;COMPLEXO CNG;ANDRÉ CORREIA;MARIA FERREIRA;MICHELLE FERREIRA;
2857;28/04/2023;21:00;CNMJUN;FF;SPORTING_CP - FAMÕES_CA;COMPLEXO CNG;MARIA FERREIRA;ANDRÉ CORREIA;MICHELLE FERREIRA;
2762;29/04/2023;17:00;CNFJUNB1;SU;LOBATOS_V - SC_ARCOZELO;ESC. PEDRO EANES LOBATO;ALEXANDRE RIBEIRO;;;
2193;29/04/2023;15:00;CNMCAD;D;GBV - AVA;ES. GAMA BARROS - CACÉM;ANDRÉ CARVALHO;;;
1772;29/04/2023;17:00;CNJM;D;VCS - OSC;PAV. MUN. ARANGUÊS;ANDRÉ CORREIA;;;
1915;29/04/2023;15:00;TAP INIC;E;LV B - RCS;ESC. PEDRO EANES LOBATO;CARLA VENTURA;ALEXANDRE RIBEIRO;;
1742;29/04/2023;17:00;CNJM;C;CVL - ACA;ESC. SOPHIA MELLO BREYNER;CARLOS SILVA;;;
2379;29/04/2023;11:00;CNMINI;C;CNG - SLB;COMPLEXO CNG;CATARINA PEREIRA;;;
2311;29/04/2023;15:00;CNFCAD;D;CRP - SCP;PAV. CR PIEDENSE;CATARINA RODRIGUES;;;
1425;29/04/2023;18:30;TAP JUV F;;GDSC - CFB;PAV. GUILHERME PINTO BASTO;CLARA OLARU;;;
2310;29/04/2023;14:30;CNFCAD;D;CFB - AVA;PAV. ACÁCIO ROSA - RESTELO;DANIEL BORGA;;;
2486;29/04/2023;15:00;CNFINI;C;CSJB - CFB;COL. SÃO JOÃO BRITO;DANIEL FONSECA;;;
2506;29/04/2023;11:00;CNFINI;D;CVO - SV;PAV. MUN. SÃO JULIÃO DA BARRA;GONÇALO RAMOS;;;
2859;29/04/2023;18:00;CNMJUN;FF;SPORTING_CP - CD_MARIENSES;COMPLEXO CNG;JORGE REIS;SERGIO PEREIRA;DANIEL FERNANDES;
1889;29/04/2023;15:00;CNJUVF;D;LVC - SV;PAV. PROF. TEOTÓNIO LIMA;MARIA FERREIRA;;;
1617;29/04/2023;17:30;CNJF;C;ADM - AVA;EXT. MARISTAS DE LISBOA;MARTA RALHA;;;
1859;29/04/2023;18:00;CNJUVF;C;V4A - CSJB;ESC. SEC. CASCAIS;MICHELLE FERREIRA;;;
2627;29/04/2023;09:00;CNFINF;D;CFB - CVO;PAV. ACÁCIO ROSA - RESTELO;PAULO DUQUE;;;
1437;29/04/2023;18:00;TAP JUV F;;AVP - MT;PAV. MUN. JOÃO DOS SANTOS;PEDRO MOUTA;;;
2841;29/04/2023;17:00;NSMI;#3;SLBENFI - AJFB;PAV. Nº2 - ESTÁDIO SLB;RICARDO FERREIRA;SOFIA COSTA;SAMUEL PATRÃO;GABRIELA RODRIGUES;
2194;29/04/2023;15:00;CNMCAD;D;CVO - SCT;PAV. MUN. SÃO JULIÃO DA BARRA;RODRIGO ANDRADE;;;
2686;29/04/2023;17:00;CNMINF;C;CVO - SCP;PAV. MUN. SÃO JULIÃO DA BARRA;RODRIGO ANDRADE;;;
2378;29/04/2023;19:00;CNMINI;C;CVO - SCP;PAV. MUN. SÃO JULIÃO DA BARRA;RUI CASTANHEIRA;;;
2280;29/04/2023;15:00;CNFCAD;C;MTBA - CVO;EB2/3 D. Carlos I;SANDRA BENTES;;;
1860;29/04/2023;19:00;CNJUVF;C;SLB - SCP;ESC. GENERAL HUMBERTO DELGADO;SANDRA BENTES;;;
2796;29/04/2023;15:00;CNMJUNB1;SU;SLB - ESMORIZ;ESC. GENERAL HUMBERTO DELGADO;SANDRA DEVEZA;;;
2858;29/04/2023;15:00;CNMJUN;FF;CN_GINÁSTICA - FAMÕES_CA;COMPLEXO CNG;SERGIO PEREIRA;JORGE REIS;DANIEL FERNANDES;
2105;30/04/2023;15:00;NSFII;SU;LVC - CNG;PAV. PROF. TEOTÓNIO LIMA;ALEXANDRE RIBEIRO;MICHELLE FERREIRA;;
1624;30/04/2023;17:00;CNJF;C;AVA - LVC;COL. ATLÂNTICO;ANDRÉ CORREIA;;;
1652;30/04/2023;17:00;CNJF;D;SV - LV;ESC. ALTO DOS MOINHOS - TERRUGEM;CARLOS SILVA;;;
1972;30/04/2023;17:00;CNJUVM;C;OSC - SCT;ESC. SEC. BRAAMCAMP FREIRE;CAROLINA TAVARES;;;
1773;30/04/2023;18:00;CNJM;D;SCP - FIGUEIRA;MULTIDESPORTIVO SCP;CATARINA RODRIGUES;;;
1752;30/04/2023;10:00;TAP INF;B;CSJB B - FCA B;COL. SÃO JOÃO DE BRITO;CURSO;;;
1800;30/04/2023;12:00;TAP INF;E;CSJB A - CVL;COL. SÃO JOÃO DE BRITO;CURSO;;;
2281;30/04/2023;17:00;CNFCAD;C;LVC - CSJB;PAV. PROF. TEOTÓNIO LIMA;DANIEL BORGA;;;
2870;30/04/2023;15:30;CNSFIII;AP.CAMP;CP_ARRUPE - AA/78;COL. PEDRO ARRUPE;DANIEL FERNANDES;HUGO CRUZ;;
2861;30/04/2023;18:00;CNMJUN;FF;SPORTING_CP - CN_GINÁSTICA;COMPLEXO CNG;GONÇALO MONTEIRO;MARIA FERREIRA;GABRIELA RODRIGUES;
1623;30/04/2023;15:00;CNJF;C;ADM - ACA;EXT. MARISTAS DE LISBOA;HENRIQUE LOPES;;;
2607;30/04/2023;18:00;CNFINF;C;CPA - ADM;COL. PEDRO ARRUPE;HUGO CRUZ;;;
2485;30/04/2023;17:00;CNFINI;C;CRP - EP;PAV. CR PIEDENSE;INÊS MIGUEL;;;
1971;30/04/2023;11:00;CNJUVM;C;CNG - AMN;COMPLEXO CNG;INÊS PEREIRA;;;
2505;30/04/2023;15:00;CNFINI;D;SCP - CNG;EB FERNANDO PESSOA;MADALENA PAIS;;;
2860;30/04/2023;15:00;CNMJUN;FF;CD_MARIENSES - FAMÕES_CA;COMPLEXO CNG;MARIA FERREIRA;GONÇALO MONTEIRO;GABRIELA RODRIGUES;
1653;30/04/2023;16:00;CNJF;D;CDAV - LOUSÃ_VC;ESC. SEC. GAGO COUTINHO;PEDRO MOUTA;;;
1990;30/04/2023;17:00;CNJUVM;D;MTBA - AVA;PAV. MTBA;PEDRO MOUTA;;;
1654;30/04/2023;15:00;CNJF;D;CSJB - MT;COL. SÃO JOÃO DE BRITO;RICARDO MADEIRA;;;
1989;30/04/2023;15:00;CNJUVM;D;CVL - SCC;ESC. CAMILO CASTELO BRANCO;RODRIGO ANDRADE;;;
2873;30/04/2023;16:00;NSFI;#12;SLBENFI - LEIXOES;PAV. Nº2 - ESTÁDIO SLB;RUI REIS;SANDRA DEVEZA;CATARINA PEREIRA;NICOLE SOUSA;
2799;30/04/2023;15:00;CNMJUNB1;SU;SLB - ALA;EST. UNIVERSITÁRIO - PAV 1;SAMUEL PATRÃO;;;
2176;30/04/2023;17:30;CNMCAD;C;SLB - LOUSÃ_VC;EST. UNIVERSITÁRIO - PAV 1;SAMUEL PATRÃO;;;
1622;30/04/2023;18:00;CNJF;C;SLB - SCP;ESC. GENERAL HUMBERTO DELGADO;SANDRA BENTES;;;
2867;30/04/2023;17:00;NSMIII;CN;JUVE SC - VILACON;PAV. JUVENTUDE SC - ÉVORA;SERGIO PEREIRA;A NOMEAR AVAL;;
2798;30/04/2023;17:30;CNMJUNB1;SU;CVO - ESMORIZ;PAV. MUN. SÃO JULIÃO DA BARRA;SOFIA COSTA;;;
2801;01/05/2023;15:00;CNMJUNB1;SU;CVO - ALA;PAV. MUN. SÃO JULIÃO DA BARRA;CARLOS SILVA;;;
1426;01/05/2023;15:00;TAP JUV F;;gdsc - cvo;PAV. GUILHERME PINTO BASTO;GONÇALO RAMOS;;;
2509;01/05/2023;15:00;CNFINI;D;SV - CNG;EB2/3 ALTO DOS MOINHOS;PEDRO MOUTA;;;
2692;01/05/2023;15:00;CNMINF;C;GBV - SLB;ESC. SEC. GAMA BARROS;SAMUEL PATRÃO;;;
2110;06/05/2023;16:00;NSFII;U;CRPIEDE - LUSOFVC;PAV. CR PIEDENSE;ANDRÉ CORREIA;CATARINA RODRIGUES;;
2109;06/05/2023;16:00;NSFII;U;CNGINAS - VIAN VC;COMPLEXO CNG;CARLOS SILVA;ALEXANDRE RIBEIRO;;
1359;06/05/2023;18:00;TAP JUNIOR;B;CNG - CPA;COMPLEXO CNG;CARLOS SILVA;;;
1862;06/05/2023;18:00;CNJUVF;C;CSJB - JAC;COL. SÃO JOÃO DE BRITO;CARLOTA BRAGA;;;
1863;06/05/2023;18:00;CNJUVF;C;SCP - V4A;MULTIDESPORTIVO SCP;CAROLINA TAVARES;;;
2694;06/05/2023;20:00;CNMINF;C;SCP - GBV;MULTIDESPORTIVO SCP;CAROLINA TAVARES;;;
2508;06/05/2023;17:00;CNFINI;D;LVC - SCP;PAV. PROF. TEOTÓNIO LIMA;DANIEL BORGA;;;
2807;06/05/2023;15:00;CNMJUNB1;SU;CVO - CASTELO;PAV. MUN. SÃO JULIÃO DA BARRA;DANIEL FERNANDES;;;
2381;06/05/2023;17:00;CNMINI;C;CVO - SCC;PAV. MUN. SÃO JULIÃO DA BARRA;MADALENA PAIS;;;
